"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","GGDEBT","TOT","PC_GDP","A","1996",91.18478,
"USA","GGDEBT","TOT","PC_GDP","A","1997",86.10175,
"USA","GGDEBT","TOT","PC_GDP","A","1998",81.56144,
"USA","GGDEBT","TOT","PC_GDP","A","1999",76.16102,
"USA","GGDEBT","TOT","PC_GDP","A","2000",72.12884,
"USA","GGDEBT","TOT","PC_GDP","A","2001",74.78979,
"USA","GGDEBT","TOT","PC_GDP","A","2002",80.40752,
"USA","GGDEBT","TOT","PC_GDP","A","2003",81.84814,
"USA","GGDEBT","TOT","PC_GDP","A","2004",88.83636,
"USA","GGDEBT","TOT","PC_GDP","A","2005",88.56979,
"USA","GGDEBT","TOT","PC_GDP","A","2006",85.92944,
"USA","GGDEBT","TOT","PC_GDP","A","2007",86.36571,
"USA","GGDEBT","TOT","PC_GDP","A","2008",102.3843,
"USA","GGDEBT","TOT","PC_GDP","A","2009",115.7714,
"USA","GGDEBT","TOT","PC_GDP","A","2010",125.8641,
"USA","GGDEBT","TOT","PC_GDP","A","2011",131.0166,
"USA","GGDEBT","TOT","PC_GDP","A","2012",132.7159,
"USA","GGDEBT","TOT","PC_GDP","A","2013",136.3105,
"USA","GGDEBT","TOT","PC_GDP","A","2014",135.6298,
"USA","GGDEBT","TOT","PC_GDP","A","2015",136.6445,
"USA","GGDEBT","TOT","PC_GDP","A","2016",138.5988,
"USA","GGDEBT","TOT","PC_GDP","A","2017",135.7835,
"USA","GGDEBT","TOT","PC_GDP","A","2018",138.3265,
"CHL","GGDEBT","TOT","PC_GDP","A","2003",23.90446,
"CHL","GGDEBT","TOT","PC_GDP","A","2004",20.58291,
"CHL","GGDEBT","TOT","PC_GDP","A","2005",16.29696,
"CHL","GGDEBT","TOT","PC_GDP","A","2006",13.14838,
"CHL","GGDEBT","TOT","PC_GDP","A","2007",11.26212,
"CHL","GGDEBT","TOT","PC_GDP","A","2008",12.42872,
"CHL","GGDEBT","TOT","PC_GDP","A","2009",13.31057,
"CHL","GGDEBT","TOT","PC_GDP","A","2010",15.27023,
"CHL","GGDEBT","TOT","PC_GDP","A","2011",17.85426,
"CHL","GGDEBT","TOT","PC_GDP","A","2012",18.3667,
"CHL","GGDEBT","TOT","PC_GDP","A","2013",18.98874,
"CHL","GGDEBT","TOT","PC_GDP","A","2014",22.38917,
"CHL","GGDEBT","TOT","PC_GDP","A","2015",24.41667,
"CHL","GGDEBT","TOT","PC_GDP","A","2016",28.03441,
"CHL","GGDEBT","TOT","PC_GDP","A","2017",29.57296,
"CHL","GGDEBT","TOT","PC_GDP","A","2018",32.55,
"EST","GGDEBT","TOT","PC_GDP","A","1995",13.27954,
"EST","GGDEBT","TOT","PC_GDP","A","1996",12.21884,
"EST","GGDEBT","TOT","PC_GDP","A","1997",11.25086,
"EST","GGDEBT","TOT","PC_GDP","A","1998",10.03521,
"EST","GGDEBT","TOT","PC_GDP","A","1999",10.80558,
"EST","GGDEBT","TOT","PC_GDP","A","2000",6.798178,
"EST","GGDEBT","TOT","PC_GDP","A","2001",6.663927,
"EST","GGDEBT","TOT","PC_GDP","A","2002",7.585697,
"EST","GGDEBT","TOT","PC_GDP","A","2003",8.390291,
"EST","GGDEBT","TOT","PC_GDP","A","2004",8.626181,
"EST","GGDEBT","TOT","PC_GDP","A","2005",8.159082,
"EST","GGDEBT","TOT","PC_GDP","A","2006",8.005647,
"EST","GGDEBT","TOT","PC_GDP","A","2007",7.247145,
"EST","GGDEBT","TOT","PC_GDP","A","2008",8.406958,
"EST","GGDEBT","TOT","PC_GDP","A","2009",12.74365,
"EST","GGDEBT","TOT","PC_GDP","A","2010",11.93488,
"EST","GGDEBT","TOT","PC_GDP","A","2011",9.538247,
"EST","GGDEBT","TOT","PC_GDP","A","2012",13.15369,
"EST","GGDEBT","TOT","PC_GDP","A","2013",13.62277,
"EST","GGDEBT","TOT","PC_GDP","A","2014",13.85112,
"EST","GGDEBT","TOT","PC_GDP","A","2015",12.75324,
"EST","GGDEBT","TOT","PC_GDP","A","2016",12.73184,
"EST","GGDEBT","TOT","PC_GDP","A","2017",12.55383,
"ISR","GGDEBT","TOT","PC_GDP","A","2001",91.20914,
"ISR","GGDEBT","TOT","PC_GDP","A","2002",94.91891,
"ISR","GGDEBT","TOT","PC_GDP","A","2003",100.1441,
"ISR","GGDEBT","TOT","PC_GDP","A","2004",98.01836,
"ISR","GGDEBT","TOT","PC_GDP","A","2005",95.40679,
"ISR","GGDEBT","TOT","PC_GDP","A","2006",85.14686,
"ISR","GGDEBT","TOT","PC_GDP","A","2007",80.06611,
"ISR","GGDEBT","TOT","PC_GDP","A","2008",80.57046,
"ISR","GGDEBT","TOT","PC_GDP","A","2009",83.85416,
"ISR","GGDEBT","TOT","PC_GDP","A","2010",80.01743,
"ISR","GGDEBT","TOT","PC_GDP","A","2011",78.18702,
"ISR","GGDEBT","TOT","PC_GDP","A","2012",78.94533,
"ISR","GGDEBT","TOT","PC_GDP","A","2013",76.48014,
"ISR","GGDEBT","TOT","PC_GDP","A","2014",77.48425,
"ISR","GGDEBT","TOT","PC_GDP","A","2015",76.75498,
"ISR","GGDEBT","TOT","PC_GDP","A","2016",74.15559,
"ISR","GGDEBT","TOT","PC_GDP","A","2017",70.99807,
"SVN","GGDEBT","TOT","PC_GDP","A","1995",36.7908,
"SVN","GGDEBT","TOT","PC_GDP","A","1996",37.85881,
"SVN","GGDEBT","TOT","PC_GDP","A","1997",36.33411,
"SVN","GGDEBT","TOT","PC_GDP","A","1998",35.2864,
"SVN","GGDEBT","TOT","PC_GDP","A","1999",35.35661,
"SVN","GGDEBT","TOT","PC_GDP","A","2000",37.07549,
"SVN","GGDEBT","TOT","PC_GDP","A","2001",37.12624,
"SVN","GGDEBT","TOT","PC_GDP","A","2002",37.77333,
"SVN","GGDEBT","TOT","PC_GDP","A","2003",36.7001,
"SVN","GGDEBT","TOT","PC_GDP","A","2004",37.06541,
"SVN","GGDEBT","TOT","PC_GDP","A","2005",35.23845,
"SVN","GGDEBT","TOT","PC_GDP","A","2006",34.97343,
"SVN","GGDEBT","TOT","PC_GDP","A","2007",30.06322,
"SVN","GGDEBT","TOT","PC_GDP","A","2008",29.68813,
"SVN","GGDEBT","TOT","PC_GDP","A","2009",43.7342,
"SVN","GGDEBT","TOT","PC_GDP","A","2010",47.83955,
"SVN","GGDEBT","TOT","PC_GDP","A","2011",51.41437,
"SVN","GGDEBT","TOT","PC_GDP","A","2012",61.6946,
"SVN","GGDEBT","TOT","PC_GDP","A","2013",78.8428,
"SVN","GGDEBT","TOT","PC_GDP","A","2014",99.3078,
"SVN","GGDEBT","TOT","PC_GDP","A","2015",102.2918,
"SVN","GGDEBT","TOT","PC_GDP","A","2016",97.3283,
"SVN","GGDEBT","TOT","PC_GDP","A","2017",88.81699,
"ISL","GGDEBT","TOT","PC_GDP","A","2003",65.42534,
"ISL","GGDEBT","TOT","PC_GDP","A","2004",59.04259,
"ISL","GGDEBT","TOT","PC_GDP","A","2005",49.49321,
"ISL","GGDEBT","TOT","PC_GDP","A","2006",54.34693,
"ISL","GGDEBT","TOT","PC_GDP","A","2007",49.33704,
"ISL","GGDEBT","TOT","PC_GDP","A","2008",93.71751,
"ISL","GGDEBT","TOT","PC_GDP","A","2009",106.8028,
"ISL","GGDEBT","TOT","PC_GDP","A","2010",110.8666,
"ISL","GGDEBT","TOT","PC_GDP","A","2011",118.0924,
"ISL","GGDEBT","TOT","PC_GDP","A","2012",115.8757,
"ISL","GGDEBT","TOT","PC_GDP","A","2013",107.56,
"LVA","GGDEBT","TOT","PC_GDP","A","1995",15.20152,
"LVA","GGDEBT","TOT","PC_GDP","A","1996",15.00601,
"LVA","GGDEBT","TOT","PC_GDP","A","1997",13.70009,
"LVA","GGDEBT","TOT","PC_GDP","A","1998",11.14254,
"LVA","GGDEBT","TOT","PC_GDP","A","1999",14.63617,
"LVA","GGDEBT","TOT","PC_GDP","A","2000",14.49574,
"LVA","GGDEBT","TOT","PC_GDP","A","2001",15.87107,
"LVA","GGDEBT","TOT","PC_GDP","A","2002",15.8508,
"LVA","GGDEBT","TOT","PC_GDP","A","2003",16.84349,
"LVA","GGDEBT","TOT","PC_GDP","A","2004",17.67247,
"LVA","GGDEBT","TOT","PC_GDP","A","2005",14.63095,
"LVA","GGDEBT","TOT","PC_GDP","A","2006",14.56771,
"LVA","GGDEBT","TOT","PC_GDP","A","2007",12.81033,
"LVA","GGDEBT","TOT","PC_GDP","A","2008",22.89762,
"LVA","GGDEBT","TOT","PC_GDP","A","2009",41.61569,
"LVA","GGDEBT","TOT","PC_GDP","A","2010",53.1556,
"LVA","GGDEBT","TOT","PC_GDP","A","2011",47.50909,
"LVA","GGDEBT","TOT","PC_GDP","A","2012",45.71587,
"LVA","GGDEBT","TOT","PC_GDP","A","2013",43.43017,
"LVA","GGDEBT","TOT","PC_GDP","A","2014",45.83761,
"LVA","GGDEBT","TOT","PC_GDP","A","2015",41.0562,
"LVA","GGDEBT","TOT","PC_GDP","A","2016",49.09,
"LVA","GGDEBT","TOT","PC_GDP","A","2017",47.34944,
"COL","GGDEBT","TOT","PC_GDP","A","2015",68.55624,
"COL","GGDEBT","TOT","PC_GDP","A","2016",73.07576,
"LTU","GGDEBT","TOT","PC_GDP","A","1995",13.15507,
"LTU","GGDEBT","TOT","PC_GDP","A","1996",15.96183,
"LTU","GGDEBT","TOT","PC_GDP","A","1997",29.18507,
"LTU","GGDEBT","TOT","PC_GDP","A","1998",28.59399,
"LTU","GGDEBT","TOT","PC_GDP","A","1999",32.50413,
"LTU","GGDEBT","TOT","PC_GDP","A","2000",34.43554,
"LTU","GGDEBT","TOT","PC_GDP","A","2001",33.49996,
"LTU","GGDEBT","TOT","PC_GDP","A","2002",31.97919,
"LTU","GGDEBT","TOT","PC_GDP","A","2003",28.55857,
"LTU","GGDEBT","TOT","PC_GDP","A","2004",27.26694,
"LTU","GGDEBT","TOT","PC_GDP","A","2005",24.89683,
"LTU","GGDEBT","TOT","PC_GDP","A","2006",21.95204,
"LTU","GGDEBT","TOT","PC_GDP","A","2007",19.38458,
"LTU","GGDEBT","TOT","PC_GDP","A","2008",17.11739,
"LTU","GGDEBT","TOT","PC_GDP","A","2009",34.13206,
"LTU","GGDEBT","TOT","PC_GDP","A","2010",45.4694,
"LTU","GGDEBT","TOT","PC_GDP","A","2011",45.72603,
"LTU","GGDEBT","TOT","PC_GDP","A","2012",51.25673,
"LTU","GGDEBT","TOT","PC_GDP","A","2013",48.0004,
"LTU","GGDEBT","TOT","PC_GDP","A","2014",52.57693,
"LTU","GGDEBT","TOT","PC_GDP","A","2015",53.95063,
"LTU","GGDEBT","TOT","PC_GDP","A","2016",51.6119,
"LTU","GGDEBT","TOT","PC_GDP","A","2017",47.82445,
